,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_Intercept_subj(emp).2,6.1754985106700895,0.5053561371668687,5.210945513181241,5.83583372924378,6.161251364592069,6.520051768613883,7.17455662212594,0.03669881701526286
v_Intercept_subj(emp).4,4.8766579164314585,0.39389041067880354,4.109096434573395,4.611243869615231,4.875507513490885,5.139181263710534,5.641942752277101,0.03221605990257886
v_Intercept_subj(emp).5,7.165242086001817,0.6531741365410346,5.944410058076524,6.724796126474599,7.151969936492215,7.580174948796595,8.52342749126067,0.0366239285223429
v_Intercept_subj(emp).6,5.05454560129253,0.4265519509434996,4.253181095893996,4.764148633795198,5.051956238128344,5.342842264380295,5.902113139938188,0.03225800181052733
v_Intercept_subj(emp).7,3.3353462246576098,0.42532343820607815,2.4865848023937587,3.0403685649118493,3.339275351457475,3.6309578171469057,4.158290416669375,0.03009134233968063
v_Intercept_subj(emp).8,3.2764366478980946,0.37576400852810643,2.530312213570537,3.018146926247737,3.278548496924373,3.5354058968599062,4.0028030245339465,0.02847464091859515
v_Intercept_subj(emp).9,5.380769346069786,0.4413919579194973,4.530545313989185,5.0760138024801655,5.385364164654517,5.683100659520093,6.246999605938898,0.031587919792971784
v_Intercept_subj(emp).10,4.731294993219031,0.4192035831075101,3.9113830166259005,4.442626916745738,4.729005107014127,5.032965849500941,5.537003327267665,0.03184851343013346
v_Intercept_subj(emp).11,4.263689444890718,0.46012611773906553,3.359996529837187,3.9445193532657794,4.27426837013357,4.583212169563179,5.161994425374241,0.029938916798731646
v_Intercept_subj(emp).12,5.196838154724888,0.40882530805148576,4.4002749662389755,4.912541242076962,5.19804524301446,5.477871588072052,6.005609308208335,0.031014518289984472
v_Intercept_subj(emp).13,5.030109523093383,0.44405491861437657,4.19303901915339,4.721768806229128,5.023501009874454,5.327815076077208,5.926724380111665,0.031016330178416755
v_Intercept_subj(emp).14,5.157282758043259,0.4925791946998331,4.185923749516875,4.820226218520373,5.1637436305712905,5.498972439216286,6.104285813722636,0.03302289466932224
v_Intercept_subj(emp).15,3.892997442264278,0.37009733825571645,3.163696250113998,3.637671397501039,3.9034581179740804,4.150605399760501,4.593251509279592,0.029960399508877696
v_Intercept_subj(emp).16,5.620762864490869,0.5051980794942702,4.645118410605949,5.275643196038734,5.630063453749258,5.963252229178322,6.609885805385887,0.032700343033116835
v_Intercept_subj(emp).17,4.863754517001535,0.43169542831519314,4.00382665125905,4.574380203678369,4.8699004223507805,5.164288150902471,5.6904406532689755,0.030802383562125994
v_Intercept_subj(emp).18,4.26200302030185,0.3814942003519542,3.53376934811847,3.9957802128826674,4.269093754250379,4.525405482784974,5.012567375398587,0.030239458309065693
v_Intercept_subj(emp).19,4.194191931097251,0.37774702754154726,3.44943858222325,3.9355754331303707,4.1982478790535875,4.462527777408546,4.897723541518168,0.030176113539061005
v_Intercept_subj(emp).21,3.3878195225118595,0.39706498624264885,2.6087513577174763,3.1178081585868176,3.3840769750902964,3.6576459359279174,4.166219192308859,0.0287093133008031
v_Intercept_subj(emp).22,5.624632910333542,0.5154710947449836,4.631232115579728,5.276001866369844,5.61970107193457,5.975613356836497,6.6281538721472595,0.033359909330320583
v_Intercept_subj(emp).23,6.664114648792966,0.5754564670501291,5.564081933828718,6.269956726206261,6.64992768092237,7.042487794941472,7.84662032720855,0.037112247944938205
v_Intercept_subj(emp).24,6.401103711929681,0.511039348583351,5.398156163511369,6.049823200446045,6.404325079061115,6.747053978626069,7.413124173170989,0.03278963623942468
v_Intercept_subj(emp).25,4.39503004438413,0.36113882120089896,3.6860211004940244,4.143680603763243,4.402977530810044,4.65090914405115,5.089726124554113,0.030901504827298504
v_Intercept_subj(emp).26,4.019521963613947,0.37612291575715523,3.276463300879855,3.769344566305996,4.021066503689113,4.280506132057403,4.738109453489819,0.029785428650180513
v_Intercept_subj(emp).27,3.5998795623554134,0.36824953819755923,2.860840081357542,3.3543694326740425,3.601700448029429,3.8514703783655806,4.308109761541239,0.029475129723880934
v_Intercept_subj(emp).28,4.4907397096972455,0.4196106070835267,3.6743266013387124,4.20707889046527,4.489883959307817,4.781110113018318,5.305554566115894,0.03183892360092438
v_Intercept_subj(emp).29,3.8286425758029083,0.3594891500487495,3.1210961211834385,3.5725302306350653,3.841581626671772,4.080000210922378,4.501285125665585,0.030462282326379608
v_Intercept_subj(emp).30,4.716310563501924,0.4352791020961881,3.8582443044832835,4.4157381961238436,4.726305717731616,5.008606270292468,5.584914777608439,0.032387830424727246
v_Intercept_subj(emp).31,3.6476066665997435,0.3652435620103386,2.9151158756609115,3.4029980783586797,3.663817269926879,3.9031159174528107,4.328137349628381,0.029300961625064605
v_Intercept_subj(emp).32,5.309537470945552,0.4638527201953673,4.432449171389468,4.991689503572075,5.310789549010614,5.624464749909487,6.2358975999198885,0.03198391143881474
v_Intercept_subj(empego).0,5.874525648250765,0.4652386612641649,4.974249294315721,5.5605348800157275,5.867959414160569,6.180893603327925,6.811600653328158,0.032399760876217557
v_Intercept_subj(empego).1,5.6148122475118365,0.45587116585089643,4.768725537152385,5.294941060319873,5.603036312261441,5.9259418963141695,6.520643089338407,0.031995981118996285
v_Intercept_subj(empego).2,6.37758293050517,0.5133507011844476,5.353281794985247,6.028653429604567,6.379115462791134,6.7255723904726015,7.3799880391414145,0.03452973331174543
v_Intercept_subj(empego).4,5.588531716457669,0.45494634161928404,4.7066843536916565,5.285609893941271,5.59123034850424,5.899979342492772,6.489545987755481,0.032477282926412145
v_Intercept_subj(empego).5,6.9082524512090275,0.6258523351618908,5.7252879968488575,6.488690557775709,6.879177228540563,7.289071706523469,8.253673954706283,0.03818140270427961
v_Intercept_subj(empego).6,5.322558254995521,0.4588922059945499,4.426736576646713,5.0183562462041245,5.323840177651545,5.6231227450015195,6.258433978208808,0.03174682562574
v_Intercept_subj(empego).7,4.698763063177256,0.4127123271212697,3.8816694102568015,4.418031947025032,4.700006342144577,4.986283649142296,5.4796137818445025,0.031160396024707198
v_Intercept_subj(empego).8,4.840950303717439,0.3919409138458104,4.100270269735447,4.570182745159928,4.8401925639006835,5.120092073107307,5.59774428827397,0.03131174940105187
v_Intercept_subj(empego).9,5.270732592346832,0.44741483816232097,4.4062762776744435,4.959155880504408,5.269258422435259,5.577600189820247,6.125601390931587,0.0323846098258639
v_Intercept_subj(empego).10,4.927189812523633,0.4036050060902594,4.156935018007965,4.648138464179323,4.928315908756046,5.212014973133852,5.713115134484434,0.03277326484484593
v_Intercept_subj(empego).11,6.68978052980934,0.5916019397072529,5.539000808994562,6.2789470087680685,6.694868737130883,7.087661169020707,7.84574058214816,0.03433356216629685
v_Intercept_subj(empego).12,7.254965839615785,0.5882186097767894,6.151791038482529,6.8508153197794455,7.252647203883702,7.635666654287047,8.47457078441764,0.03627775640530667
v_Intercept_subj(empego).13,5.636981619544842,0.5027281054882458,4.674246657815549,5.285921986613575,5.631464374781466,5.980204683480249,6.63234440176157,0.03340899090191891
v_Intercept_subj(empego).14,6.30646790861274,0.5529913907627327,5.262768835438542,5.917702606448138,6.3090866138212185,6.67653921985365,7.414243473311943,0.03506397907960365
v_Intercept_subj(empego).15,3.94835666194958,0.38883951184349874,3.200286948940291,3.6786560800502617,3.950070191241382,4.2212277580899205,4.6763755521133135,0.02978912405236207
v_Intercept_subj(empego).16,4.997140095185649,0.4571652811512322,4.092052992106469,4.685780727903505,4.991011133925932,5.304815280686552,5.907566176791837,0.031650465250522106
v_Intercept_subj(empego).17,7.770142320722147,0.7284459161180221,6.348920608953387,7.272706385419491,7.7527617235494395,8.245944829070247,9.266553522356231,0.03837931817682732
v_Intercept_subj(empego).18,3.97826757965517,0.3772717382730281,3.2536678703818613,3.71040420763335,3.986902954184184,4.249679803296043,4.693014129252364,0.02995595213745127
v_Intercept_subj(empego).19,3.906187226569967,0.3716547002954958,3.1744078155285678,3.651195161658832,3.9088694461312823,4.16782036338566,4.609752259652106,0.030073244234309977
v_Intercept_subj(empego).21,3.098313479973508,0.48829740215157286,2.1347771898688075,2.7691510513988447,3.097333953387095,3.446612374083843,4.02907338538523,0.030714024251994338
v_Intercept_subj(empego).22,5.016719478010815,0.40649727361971155,4.219144604825446,4.740483467152775,5.021817461607754,5.293794372878472,5.792434691581259,0.03213952426841956
v_Intercept_subj(empego).23,7.3420308049423255,0.6541773401501042,6.097309274493123,6.8878465516060245,7.337425477386847,7.788127722730534,8.61662902460845,0.037728403795231215
v_Intercept_subj(empego).24,6.098774476308142,0.4875533389542707,5.171713757855695,5.76147631726857,6.092772419162897,6.4355025424684795,7.066984501507642,0.034073117188862696
v_Intercept_subj(empego).25,6.570722844188888,0.5387849447427469,5.521458148613468,6.201478666477187,6.565634215144986,6.937407995721317,7.619551202761583,0.0376897790111772
v_Intercept_subj(empego).26,5.0380905323779,0.41163813848264386,4.232922186599755,4.751032173426684,5.051777540167838,5.328130932711415,5.838896691091732,0.031798514113116204
v_Intercept_subj(empego).27,6.551177852019586,0.5477403090000807,5.492930242558388,6.167329879651686,6.558080609912664,6.918452723388232,7.635899833418398,0.036426205855461996
v_Intercept_subj(empego).28,6.070079925639441,0.558102595301308,5.022541301111658,5.686496152230663,6.043911555470871,6.430448015359344,7.228715237112793,0.03462228451474196
v_Intercept_subj(empego).29,4.778891594188952,0.3768517791338288,4.036238849281319,4.520234002985038,4.790824365799313,5.045969683626068,5.487467601558934,0.030279954485349127
v_Intercept_subj(empego).30,4.849040005856681,0.39227261473835057,4.081700100728354,4.577613876540017,4.866314779788637,5.113326826483436,5.595984147278994,0.032172752495847945
v_Intercept_subj(empego).31,4.2941241566299055,0.40802227837957067,3.4833972766919317,4.016810923526422,4.297806102726735,4.579740027140105,5.089121123989388,0.03126157886409525
v_Intercept_subj(empego).32,6.310566149174117,0.48245683021948804,5.3527126156343945,5.978826649430962,6.311774675312465,6.646042200425889,7.234144159963842,0.033931902898134296
v_diff,-0.011760578707121293,0.0010034379181654706,-0.013610898741907743,-0.012533071744604156,-0.011790515348238748,-0.01104801319234393,-0.0097599245838098,9.447608258463845e-05
