response,rt,condition,subj_idx
1,0.535,emp,28
1,1.666,emp,28
1,1.129,emp,28
0,0.693,emp,28
1,0.662,emp,28
1,0.532,emp,28
1,0.634,emp,28
1,1.371,emp,28
0,1.565,emp,28
1,1.534,emp,28
1,0.552,emp,28
1,0.587,emp,28
1,0.526,emp,28
1,0.532,emp,28
0,1.517,emp,28
1,0.607,emp,28
0,0.573,emp,28
1,0.662,emp,28
1,0.825,emp,28
1,0.749,emp,28
1,1.085,emp,28
1,1.187,emp,28
1,0.795,emp,28
1,0.684,emp,28
1,0.94,emp,28
1,0.78,emp,28
1,0.678,emp,28
0,0.636,emp,28
1,0.644,emp,28
1,2.708,emp,28
1,1.877,emp,28
1,1.916,emp,28
0,2.601,emp,28
1,0.974,emp,28
1,0.662,emp,28
1,1.85,empego,28
1,0.787,empego,28
1,0.62,empego,28
1,0.649,empego,28
1,0.598,empego,28
1,1.067,empego,28
1,1.037,empego,28
1,1.218,empego,28
1,2.11,empego,28
1,1.771,empego,28
1,1.55,empego,28
1,1.858,empego,28
1,1.711,empego,28
1,1.398,empego,28
1,2.579,empego,28
1,1.234,empego,28
0,2.08,empego,28
1,1.102,empego,28
1,0.775,empego,28
1,1.557,empego,28
1,1.492,empego,28
1,1.497,empego,28
0,3.319,empego,28
1,1.141,empego,28
1,1.514,empego,28
1,0.904,empego,28
1,1.127,empego,28
1,1.931,empego,28
0,1.261,empego,28
1,0.666,empego,28
1,1.541,empego,28
1,1.127,empego,28
1,1.71,empego,28
1,1.88,empego,28
1,2.818,empego,28
1,1.505,empego,28
0,2,empego,28
1,1.21,empego,28
1,0.92,empego,28
1,1.13,empego,28
1,2.107,empego,28
0,2.262,empego,28
1,1.526,empego,28
1,1.221,empego,28
1,0.59,empego,28
1,0.569,empego,28
1,1.083,empego,28
1,1.7,empego,28
1,1.354,empego,28
0,2.117,empego,28
1,0.784,empego,28
1,1.602,empego,28
1,1.64,empego,28
1,1.452,empego,28
1,2.194,empego,28
1,2.348,empego,28
1,0.841,empego,28
1,0.791,empego,28
1,0.95,empego,28
0,3.291,emp,29
1,1.139,emp,29
0,0.664,emp,29
0,1.362,emp,29
1,0.653,emp,29
0,0.826,emp,29
1,1.05,emp,29
0,1.216,emp,29
1,0.929,emp,29
0,1.481,emp,29
0,1.513,emp,29
0,1.041,emp,29
1,1.038,emp,29
0,1.296,emp,29
0,1.794,emp,29
0,1.655,emp,29
0,1.082,emp,29
1,0.661,emp,29
1,0.586,emp,29
1,2.715,emp,29
0,1.401,emp,29
1,1.053,emp,29
1,1.534,emp,29
0,0.845,emp,29
0,0.912,emp,29
0,0.936,emp,29
1,1.097,emp,29
0,0.99,emp,29
1,1.524,emp,29
1,1.394,emp,29
0,1.138,emp,29
1,1.824,emp,29
0,0.724,emp,29
1,1.719,emp,29
0,0.941,emp,29
1,0.941,emp,29
1,1.554,emp,29
1,1.483,emp,29
1,1.861,emp,29
0,0.953,emp,29
0,0.927,emp,29
0,1.931,emp,29
1,0.897,emp,29
0,1.19,emp,29
1,1.206,emp,29
0,1.321,emp,29
1,1.442,emp,29
1,2.001,emp,29
1,1.307,emp,29
1,2.169,emp,29
0,0.711,emp,29
0,0.833,emp,29
1,1.781,emp,29
0,2.135,emp,29
1,1.684,emp,29
1,1.507,emp,29
1,1.064,emp,29
0,1.509,emp,29
0,0.857,emp,29
0,2.263,emp,29
1,1.167,empego,29
1,1.214,empego,29
1,1.201,empego,29
1,1.028,empego,29
1,1.725,empego,29
1,0.611,empego,29
0,0.858,empego,29
1,0.846,empego,29
1,0.702,empego,29
0,0.794,empego,29
1,0.917,empego,29
0,1.341,empego,29
0,0.816,empego,29
1,0.771,empego,29
1,0.977,empego,29
1,0.775,empego,29
0,0.537,empego,29
1,2.159,empego,29
1,1.267,empego,29
0,1.552,empego,29
1,0.834,empego,29
1,1.824,empego,29
0,0.623,empego,29
1,1.431,empego,29
0,0.973,empego,29
0,0.976,empego,29
1,0.757,empego,29
1,0.736,empego,29
0,1.116,empego,29
0,0.906,empego,29
1,0.849,empego,29
1,0.646,empego,29
1,0.691,empego,29
1,0.645,empego,29
1,0.75,empego,29
1,0.611,empego,29
1,0.693,empego,29
0,1.347,empego,29
1,1.172,empego,29
0,1.142,empego,29
0,1.305,empego,29
1,0.832,empego,29
1,0.794,empego,29
0,0.932,empego,29
1,1.165,empego,29
1,1.111,empego,29
1,0.649,empego,29
0,2.156,empego,29
1,0.757,empego,29
1,2.209,empego,29
1,1.142,empego,29
1,0.831,empego,29
1,0.757,empego,29
1,0.941,empego,29
1,1.053,empego,29
1,0.628,empego,29
1,1.544,empego,29
1,2.409,empego,29
0,1.159,empego,29
0,1.397,empego,29
1,2.101,emp,30
0,1.542,emp,30
1,0.533,emp,30
1,0.622,emp,30
1,0.594,emp,30
1,0.452,emp,30
1,0.501,emp,30
1,0.802,emp,30
1,1.106,emp,30
1,0.673,emp,30
1,0.796,emp,30
1,0.558,emp,30
1,1.38,emp,30
1,0.803,emp,30
1,1.454,emp,30
1,0.643,emp,30
1,0.572,emp,30
1,0.59,emp,30
1,0.706,emp,30
1,0.59,emp,30
1,0.639,emp,30
1,0.295,emp,30
1,0.722,emp,30
0,0.488,emp,30
0,0.645,emp,30
1,0.842,emp,30
1,0.592,emp,30
1,0.733,emp,30
1,0.673,emp,30
1,0.86,emp,30
0,2.078,emp,30
1,0.782,emp,30
1,0.717,emp,30
1,0.899,emp,30
1,1.068,emp,30
1,0.595,emp,30
1,1.486,emp,30
1,0.648,emp,30
1,0.702,emp,30
1,0.438,emp,30
0,1.779,emp,30
1,1.028,emp,30
0,0.753,emp,30
1,0.804,emp,30
1,1.768,emp,30
1,0.682,emp,30
1,0.854,emp,30
1,0.539,emp,30
1,0.611,emp,30
1,0.54,emp,30
0,0.483,emp,30
1,0.928,emp,30
1,0.637,emp,30
1,0.642,emp,30
1,0.944,emp,30
1,2.233,emp,30
1,0.857,emp,30
1,0.835,emp,30
1,0.417,emp,30
1,1.083,emp,30
1,1.182,empego,30
1,1.48,empego,30
1,1.133,empego,30
1,1.292,empego,30
1,0.934,empego,30
1,1.021,empego,30
1,0.815,empego,30
1,0.779,empego,30
1,0.837,empego,30
1,0.945,empego,30
1,0.608,empego,30
1,0.666,empego,30
1,0.802,empego,30
1,1.229,empego,30
1,0.728,empego,30
1,1.134,empego,30
1,1.664,empego,30
1,0.755,empego,30
1,0.857,empego,30
1,1.643,empego,30
1,0.738,empego,30
1,0.783,empego,30
1,0.745,empego,30
1,0.865,empego,30
1,1.25,empego,30
1,0.936,empego,30
1,0.898,empego,30
1,0.958,empego,30
1,0.847,empego,30
1,0.673,empego,30
1,0.886,empego,30
1,0.783,empego,30
1,0.882,empego,30
1,2.274,empego,30
1,1.056,empego,30
1,0.626,empego,30
1,1.894,empego,30
1,1.186,empego,30
1,0.827,empego,30
1,0.712,empego,30
1,0.897,empego,30
1,0.627,empego,30
1,0.671,empego,30
1,0.632,empego,30
1,0.688,empego,30
1,0.622,empego,30
1,0.906,empego,30
1,0.632,empego,30
1,0.681,empego,30
1,0.749,empego,30
1,0.787,empego,30
1,1.629,empego,30
1,0.683,empego,30
1,0.62,empego,30
1,1.093,empego,30
1,0.494,empego,30
0,0.315,empego,30
1,0.816,empego,30
1,0.802,empego,30
1,1.228,empego,30
